5 20 20.6155 0
5 22 22.561 0
5 23 23.5372 0
5 24 24.5153 0
5 25 25.4951 0
5 26 26.4764 0
5 27 27.4591 0
5 28 28.4429 0
5 29 29.4279 0
5 30 30.4138 0
5 31 31.4006 0
5 32 32.3883 0
5 33 33.3766 0
5 34 34.3657 0
5 35 35.3553 0
5 36 36.3456 0
5 37 37.3363 0
5 39 39.3192 0
5 41 41.3038 0
5 43 43.2897 0
5 45 45.2769 0
5 47 47.2652 0
6 15 16.1555 0
6 17 18.0278 0
6 18 18.9737 0
6 19 19.9249 0
6 20 20.8806 0
6 21 21.8403 0
6 22 22.8035 0
6 23 23.7697 0
6 24 24.7386 0
6 25 25.7099 0
6 26 26.6833 0
6 27 27.6586 0
6 28 28.6356 0
6 29 29.6142 0
6 30 30.5941 48
6 31 31.5753 0
6 32 32.5576 0
6 33 33.541 0
6 34 34.5254 48
6 35 35.5106 0
6 36 36.4966 288
6 37 37.4833 0
6 38 38.4708 384
6 39 39.4588 0
6 40 40.4475 144
6 42 42.4264 144
6 44 44.4072 336
6 46 46.3897 336
6 48 48.3735 336
6 50 50.3587 96
6 52 52.345 0
7 12 13.8924 0
7 13 14.7648 0
7 14 15.6525 0
7 15 16.5529 0
7 16 17.4642 0
7 17 18.3848 0
7 18 19.3132 0
7 19 20.2485 0
7 20 21.1896 0
7 21 22.1359 0
7 22 23.0868 0
7 23 24.0416 0
7 24 25 0
7 25 25.9615 48
7 26 26.9258 0
7 27 27.8927 0
7 28 28.8617 0
7 29 29.8329 96
7 30 30.8058 0
7 31 31.7805 240
7 32 32.7567 0
7 33 33.7343 720
7 34 34.7131 0
7 35 35.6931 1344
7 36 36.6742 0
7 37 37.6563 1104
7 38 38.6394 0
7 39 39.6232 1920
7 40 40.6079 0
7 41 41.5933 2112
7 43 43.566 1152
7 45 45.5412 1200
7 47 47.5184 288
7 49 49.4975 528
7 51 51.4782 336
7 53 53.4603 0
8 9 12.0416 0
8 11 13.6015 0
8 12 14.4222 0
8 13 15.2643 0
8 14 16.1245 0
8 15 17 0
8 16 17.8885 0
8 17 18.7883 0
8 18 19.6977 0
8 19 20.6155 0
8 20 21.5407 0
8 21 22.4722 0
8 22 23.4094 48
8 23 24.3516 0
8 24 25.2982 48
8 25 26.2488 0
8 26 27.2029 480
8 27 28.1603 0
8 28 29.1204 1248
8 29 30.0832 0
8 30 31.0483 3072
8 31 32.0156 0
8 32 32.9848 5376
8 33 33.9559 0
8 34 34.9285 5856
8 35 35.9026 0
8 36 36.8782 5952
8 37 37.855 0
8 38 38.833 6240
8 39 39.8121 0
8 40 40.7922 6240
8 41 41.7732 0
8 42 42.7551 11904
8 43 43.7379 0
8 44 44.7214 9552
8 46 46.6905 5712
8 48 48.6621 4704
8 50 50.636 1584
8 52 52.6118 3936
8 54 54.5894 2016
8 56 56.5685 864
9 8 12.0416 0
9 10 13.4536 0
9 11 14.2127 0
9 12 15 0
9 13 15.8114 0
9 14 16.6433 0
9 15 17.4929 0
9 16 18.3576 0
9 17 19.2354 0
9 18 20.1246 0
9 19 21.0238 48
9 20 21.9317 0
9 21 22.8473 0
9 22 23.7697 0
9 23 24.6982 1536
9 24 25.632 0
9 25 26.5707 2496
9 26 27.5136 0
9 27 28.4605 4992
9 28 29.4109 0
9 29 30.3645 10560
9 30 31.3209 0
9 31 32.28 11040
9 32 33.2415 0
9 33 34.2053 22608
9 34 35.171 0
9 35 36.1386 21264
9 36 37.108 0
9 37 38.0789 29136
9 38 39.0512 0
9 39 40.025 31584
9 40 41 0
9 41 41.9762 24480
9 42 42.9535 0
9 43 43.9318 34608
9 45 45.8912 30576
9 47 47.8539 29472
9 49 49.8197 26448
9 51 51.788 9696
9 53 53.7587 11808
9 55 55.7315 6912
9 57 57.7062 5088
10 9 13.4536 0
10 10 14.1421 0
10 11 14.8661 0
10 12 15.6205 0
10 13 16.4012 0
10 14 17.2047 0
10 15 18.0278 0
10 16 18.868 96
