10 17 19.7231 0
10 18 20.5913 384
10 19 21.4709 0
10 20 22.3607 1056
10 21 23.2594 0
10 22 24.1661 2256
10 23 25.0799 0
10 24 26 4848
10 25 26.9258 0
10 26 27.8568 16800
10 27 28.7924 0
10 28 29.7321 21312
10 29 30.6757 0
10 30 31.6228 38208
10 31 32.573 0
10 32 33.5261 32784
10 33 34.4819 0
10 34 35.4401 37248
10 35 36.4005 0
10 36 37.3631 53904
10 37 38.3275 0
10 38 39.2938 53952
10 39 40.2616 0
10 40 41.2311 86592
10 41 42.2019 0
10 42 43.1741 72240
10 43 44.1475 0
10 44 45.1221 56640
10 46 47.0744 60864
10 48 49.0306 43344
10 50 50.9902 58080
10 52 52.9528 36480
10 54 54.9181 15264
10 56 56.8859 17712
11 8 13.6015 0
11 9 14.2127 0
11 10 14.8661 0
11 11 15.5563 0
11 12 16.2788 0
11 13 17.0294 0
11 14 17.8045 0
11 15 18.6011 144
11 16 19.4165 0
11 17 20.2485 576
11 18 21.095 0
11 19 21.9545 2304
11 20 22.8254 0
11 21 23.7065 6000
11 22 24.5967 0
11 23 25.4951 14976
11 24 26.4008 0
11 25 27.313 18624
11 26 28.2312 0
11 27 29.1548 30240
11 28 30.0832 0
11 29 31.0161 43536
11 30 31.9531 0
11 31 32.8938 63168
11 32 33.8378 0
11 33 34.7851 133920
11 34 35.7351 0
11 35 36.6879 111120
11 36 37.6431 0
11 37 38.6005 138960
11 38 39.5601 0
11 39 40.5216 130272
11 40 41.4849 0
11 41 42.45 129264
11 42 43.4166 0
11 43 44.3847 241488
11 44 45.3542 0
11 45 46.3249 139488
11 47 48.2701 172896
11 49 50.2195 108096
11 51 52.1728 90096
11 53 54.1295 127152
11 55 56.0892 43056
11 57 58.0517 43104
12 7 13.8924 0
12 8 14.4222 0
12 9 15 0
12 10 15.6205 0
12 11 16.2788 0
12 12 16.9706 48
12 13 17.6918 0
12 14 18.4391 720
12 15 19.2094 0
12 16 20 1200
12 17 20.8087 0
12 18 21.6333 5760
12 19 22.4722 0
12 20 23.3238 9408
12 21 24.1868 0
12 22 25.0599 20688
12 23 25.9422 0
12 24 26.8328 38736
12 25 27.7308 0
12 26 28.6356 59856
12 27 29.5466 0
12 28 30.4631 97200
12 29 31.3847 0
12 30 32.311 142704
12 31 33.2415 0
12 32 34.176 210480
12 33 35.1141 0
12 34 36.0555 283776
12 35 37 0
12 36 37.9473 358704
12 37 38.8973 0
12 38 39.8497 292992
12 39 40.8044 0
12 40 41.7612 362976
12 41 42.72 0
12 42 43.6807 305616
12 43 44.643 0
12 44 45.607 457056
12 45 46.5725 0
12 46 47.5395 443904
12 48 49.4773 323664
12 50 51.4198 360864
12 52 53.3667 172608
12 54 55.3173 193776
12 56 57.2713 152352
12 58 59.2284 58896
12 60 61.1882 64272
13 7 14.7648 0
13 8 15.2643 0
13 9 15.8114 0
13 10 16.4012 0
13 11 17.0294 0
13 12 17.6918 0
13 13 18.3848 192
13 14 19.105 0
13 15 19.8494 2544
13 16 20.6155 0
13 17 21.4009 8016
13 18 22.2036 0
13 19 23.0217 18336
13 20 23.8537 0
13 21 24.6982 31440
13 22 25.5539 0
13 23 26.4197 36480
13 24 27.2947 0
13 25 28.178 76752
13 26 29.0689 0
13 27 29.9666 149760
13 28 30.8707 0
13 29 31.7805 254160
13 30 32.6956 0
13 31 33.6155 329952
13 32 34.5398 0
13 33 35.4683 360768
13 34 36.4005 0
13 35 37.3363 400992
13 36 38.2753 0
13 37 39.2173 576240
13 38 40.1622 0
13 39 41.1096 643680
13 40 42.0595 0
13 41 43.0116 692592
13 42 43.9659 0
13 43 44.9222 690864
13 44 45.8803 0
13 45 46.8402 556896
13 46 47.8017 0
13 47 48.7647 736656
13 49 50.6952 598320
13 51 52.6308 563232
13 53 54.5711 341328
13 55 56.5155 172560
13 57 58.4637 229344
13 59 60.4152 111648
13 61 62.3699 91200
14 7 15.6525 0
14 8 16.1245 0
14 9 16.6433 0
14 10 17.2047 0
14 11 17.8045 0
14 12 18.4391 720
14 13 19.105 0
14 14 19.799 2016
14 15 20.5183 0
14 16 21.2603 5760
14 17 22.0227 0
14 18 22.8035 27888
14 19 23.6008 0
14 20 24.4131 33696
14 21 25.2389 0
14 22 26.0768 74592
14 23 26.9258 0
14 24 27.7849 142704
14 25 28.6531 0
14 26 29.5296 171264
14 27 30.4138 0
14 28 31.305 332880
14 29 32.2025 0
14 30 33.1059 406032
14 31 34.0147 0
14 32 34.9285 608880
14 33 35.8469 0
14 34 36.7696 843504
14 35 37.6962 0
14 36 38.6264 835248
14 37 39.5601 0
14 38 40.4969 1165488
14 39 41.4367 0
14 40 42.3792 1138800
14 41 43.3244 0
14 42 44.2719 1329744
14 43 45.2217 0
14 44 46.1736 1440912
14 45 47.1275 0
14 46 48.0833 1048224
14 47 49.0408 0
14 48 50 1173072
14 50 51.923 970416
14 52 53.8516 847584
14 54 55.7853 716592
14 56 57.7235 344016
14 58 59.6657 312144
14 60 61.6117 194496
14 62 63.561 123360
15 6 16.1555 0
15 7 16.5529 0
15 8 17 0
15 9 17.4929 0
15 10 18.0278 0
15 11 18.6011 144
15 12 19.2094 0
15 13 19.8494 2544
15 14 20.5183 0
15 15 21.2132 8352
15 16 21.9317 0
15 17 22.6716 19920
15 18 23.4307 0
15 19 24.2074 44544
15 20 25 0
15 21 25.807 130368
15 22 26.6271 0
15 23 27.4591 172944
15 24 28.3019 0
15 25 29.1548 330624
15 26 30.0167 0
15 27 30.8869 399504
15 28 31.7648 0
15 29 32.6497 517488
15 30 33.541 0
15 31 34.4384 962976
15 32 35.3412 0
15 33 36.2491 1134672
15 34 37.1618 0
15 35 38.0789 2000304
15 36 39 0
15 37 39.9249 1850736
15 38 40.8534 0
15 39 41.7852 1709232
15 40 42.72 0
15 41 43.6578 2176320
15 42 44.5982 0
15 43 45.5412 1912320
15 44 46.4866 0
15 45 47.4342 2914080
15 46 48.3839 0
15 47 49.3356 2030976
15 48 50.2892 0
15 49 51.2445 1683600
15 51 53.1601 1655568
15 53 55.0818 1040208
15 55 57.0088 1380624
15 57 58.9406 558720
15 59 60.8769 360576
15 61 62.8172 293472
16 7 17.4642 0
16 8 17.8885 0
16 9 18.3576 0
16 10 18.868 96
16 11 19.4165 0
16 12 20 1200
16 13 20.6155 0
16 14 21.2603 5760
16 15 21.9317 0
16 16 22.6274 26784
16 17 23.3452 0
16 18 24.0832 80256
16 19 24.8395 0
16 20 25.6125 154416
16 21 26.4008 0
16 22 27.2029 207216
16 23 28.0179 0
16 24 28.8444 323808
16 25 29.6816 0
16 26 30.5287 470928
16 27 31.3847 0
16 28 32.249 960336
16 29 33.121 0
16 30 34 1273056
16 31 34.8855 0
16 32 35.7771 1802064
16 33 36.6742 0
16 34 37.5766 1981392
16 35 38.4838 0
16 36 39.3954 2246688
16 37 40.3113 0
16 38 41.2311 3543360
16 39 42.1545 0
16 40 43.0813 2967168
16 41 44.0114 0
16 42 44.9444 3604896
16 43 45.8803 0
16 44 46.8188 3208320
16 45 47.7598 0
16 46 48.7032 2968128
16 47 49.6488 0
